,index,Tahun,Comments,preprocessed,tokenize_text,label,score
119,139,2023,"Gimana Koh   Rasanya Kiranti?Ada asem,manis,pahit dikit ia,tp kalau yg cocok buat cewek Dateng bulan bisa meredakan nyeri dan Head yg GK terlalu lama Karna keluar lebih banyak,dan lebih cepat selesainya.ğ?¤­ TF 200rb untuk penjelasannya ğ?¤?ğ?¤?ğ?¤?",koh kiranti asem manis pahit dikit cocok cewek reda nyeri head cepat selesai wajah dengan tangan tutup mulut tf rb jelas wajah materialistis wajah materialistis wajah materialistis,"['koh', 'kiranti', 'asem', 'manis', 'pahit', 'dikit', 'cocok', 'cewek', 'reda', 'nyeri', 'head', 'cepat', 'selesai', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'tf', 'rb', 'jelas', 'wajah', 'materialistis', 'wajah', 'materialistis', 'wajah', 'materialistis']",negatif,-9
120,140,2023,Mata gue fokus ke anunya... ğ???,mata gue fokus anu wajah kacamata hitam,"['mata', 'gue', 'fokus', 'anu', 'wajah', 'kacamata', 'hitam']",negatif,-8
121,141,2023,  bang gimana gambar tato di tangan udah belum?,bang gambar tato tangan,"['bang', 'gambar', 'tato', 'tangan']",netral,0
122,142,2023,kondom nggak termasuk ya,kondom ya,"['kondom', 'ya']",netral,0
123,143,2023,mentul" cok ğ?¥³ğ?¤¤,mentul cok wajah pesta ngiler,"['mentul', 'cok', 'wajah', 'pesta', 'ngiler']",positif,1
124,146,2023,Cah edyan,cah edyan,"['cah', 'edyan']",netral,0
125,147,2023,Coba sama aku kasih ipone nya kkğ??¢,coba kasih ipone nya wajah menang,"['coba', 'kasih', 'ipone', 'nya', 'wajah', 'menang']",positif,1
126,148,2023,itu ada mas willi jg ya ak ngevens banget am kalian pgn ak ketemuğ??ğ??,mas willi ya ngevens banget pengin ketemu wajah senyum lebar mata hati wajah senyum lebar mata hati,"['mas', 'willi', 'ya', 'ngevens', 'banget', 'pengin', 'ketemu', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
127,149,2023,Gi mana si aku dah follow komplit gak ada ke lirikğ??­ğ??­ğ??­,gi sih deh follow komplit lirik wajah menang keras wajah menang keras wajah menang keras,"['gi', 'sih', 'deh', 'follow', 'komplit', 'lirik', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-3
128,151,2023,Wili gak bisa joget??,wili joget,"['wili', 'joget']",netral,0
129,152,2023,ğ???ğ???ğ??? hp.nya kasih saya saja bang....,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata hpnya kasih bang,"['wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'hpnya', 'kasih', 'bang']",negatif,-2
130,153,2023,Pake batik ğ??ğ??ğ??ğ??â¤ï¸,pakai batik tepuk tangan tepuk tangan tepuk tangan tepuk tangan hati merah,"['pakai', 'batik', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'hati', 'merah']",positif,5
131,154,2023,Bang lagi butuh uang,bang butuh uang,"['bang', 'butuh', 'uang']",negatif,-5
132,157,2023,Aduh itu kan artis tiktok luar negri,aduh artis tiktok negeri,"['aduh', 'artis', 'tiktok', 'negeri']",netral,0
133,158,2023,Wilie mah nggak asik main nya hartağ???ğ???ğ???,wilie mah asik main nya harta wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['wilie', 'mah', 'asik', 'main', 'nya', 'harta', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,1
134,159,2023,Kang setingan gausah sok asik,kang ting sok asik,"['kang', 'ting', 'sok', 'asik']",positif,4
135,160,2023,Yg lain lagi sibuk buat konten menghibur yang satu masih ajah flexing nyari duit dari give away ğ???,sibuk konten hibur flexing cari duit give away wajah gembira urai air mata,"['sibuk', 'konten', 'hibur', 'flexing', 'cari', 'duit', 'give', 'away', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
136,161,2023,Hahahaha kaku amat kak riccienick ğ?¤­ kak Wille no expresi ğ??,hahahaha kaku kak riccienick wajah dengan tangan tutup mulut kak wille no ekspresi wajah senyum lebar mata hati,"['hahahaha', 'kaku', 'kak', 'riccienick', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'kak', 'wille', 'no', 'ekspresi', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
137,162,2023,Sini dong itu HP buatkuğ??ğ?»,hp buat lipat tangan warna kulit cerah,"['hp', 'buat', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,2
138,163,2023,  kangen mas   di Indonesiağ??,kangen mas indonesia wajah senyum lebar mata hati,"['kangen', 'mas', 'indonesia', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
139,164,2023,Kirain erpan,erpan,['erpan'],netral,0
140,165,2023,Willi nya gak tau joget.ğ???,willi nya tau joget wajah gembira,"['willi', 'nya', 'tau', 'joget', 'wajah', 'gembira']",positif,2
141,166,2023,"Haha ğ??? 
How do you like it?!",haha wajah gembira urai air mata how you like,"['haha', 'wajah', 'gembira', 'urai', 'air', 'mata', 'how', 'you', 'like']",negatif,-1
142,167,2023,Dah follow gk pernah dapat iphone,deh follow iphone,"['deh', 'follow', 'iphone']",netral,0
143,168,2023,Sehat terus orang baikğ???ğ???,sehat orang angkat tangan angkat tangan,"['sehat', 'orang', 'angkat', 'tangan', 'angkat', 'tangan']",positif,11
144,169,2023,  wkwkwk,wkwkwk,['wkwkwk'],positif,3
145,171,2023,"Cringey shit house.
Embarrassing you do this",cringey shit house embarrassing you this,"['cringey', 'shit', 'house', 'embarrassing', 'you', 'this']",netral,0
146,172,2023,  nya udah rapiğ??,nya rapi wajah gembira dengan mata bahagia,"['nya', 'rapi', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,4
147,174,2023,Bagi" Rejekinya dong kawan,rejekinya kawan,"['rejekinya', 'kawan']",netral,0
148,175,2023,"You look so funny wearing batik,,,,,,,ğ???ğ???ğ???ğ?¤­ğ?¤­ğ?¤­",you look sok funny wearing batik wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah dengan tangan tutup mulut wajah dengan tangan tutup mulut wajah dengan tangan tutup mulut,"['you', 'look', 'sok', 'funny', 'wearing', 'batik', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut']",negatif,-9
149,176,2023,Menino molinha ğ???ğ?§¸ğ???,menino molinha hati hijau boneka beruang hati hijau,"['menino', 'molinha', 'hati', 'hijau', 'boneka', 'beruang', 'hati', 'hijau']",positif,6
150,178,2023,  belom balik modal,modal,['modal'],negatif,-1
151,179,2023,â¤ï¸tuhan selalu menyertai kalian amin,hati merah tuhan serta amin,"['hati', 'merah', 'tuhan', 'serta', 'amin']",positif,6
152,180,2023,Senjata makan tuan ya ğ???ğ???,senjata makan tuan ya wajah gembira urai air mata wajah gembira urai air mata,"['senjata', 'makan', 'tuan', 'ya', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
153,181,2023,"Kalian derdua nga di cariin keluarga kah,ke Indonesia terus",derdua cari keluarga kah indonesia,"['derdua', 'cari', 'keluarga', 'kah', 'indonesia']",negatif,-2
154,182,2023,Make him pay ğ???ğ???ğ???,pakai him pay wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['pakai', 'him', 'pay', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-3
155,183,2023,Kena batunya hihihi,kena batu hihihi,"['kena', 'batu', 'hihihi']",negatif,-3
156,184,2023,Tolongin ibu D mau bayar utang 500-000 bca 6831002309 tolong ibu D Follow,tolongin bayar utang baca tolong follow,"['tolongin', 'bayar', 'utang', 'baca', 'tolong', 'follow']",negatif,-6
157,186,2023,Harus Bangga,bangga,['bangga'],positif,3
158,187,2023,Wille bule sama!!,wille bule,"['wille', 'bule']",netral,0
159,188,2023,Uno reverse card,uno reverse card,"['uno', 'reverse', 'card']",netral,0
160,189,2023,pake baju batik..,pakai baju batik,"['pakai', 'baju', 'batik']",positif,2
161,190,2023,Kok mirip si erpan ğ??¿,sih erpan moa,"['sih', 'erpan', 'moa']",netral,0
162,192,2023,Will bisa km joged knyak gitu,wil joged knyak,"['wil', 'joged', 'knyak']",netral,0
163,193,2023,Give me iponeğ???,give me ipone wajah gembira urai air mata,"['give', 'me', 'ipone', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
164,194,2023,Ini beda nih,beda nih,"['beda', 'nih']",negatif,-2
166,197,2023,Udah bs aja pake bahasa indonesiaâ¤ï¸â¤ï¸â¤ï¸,pakai bahasa indonesia hati merah hati merah hati merah,"['pakai', 'bahasa', 'indonesia', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",negatif,-1
167,198,2023,Sini kasi saya hpx,kasih hpx,"['kasih', 'hpx']",positif,1
168,200,2023,Welcome to indonesiağ???,welcome indonesia angkat tangan,"['welcome', 'indonesia', 'angkat', 'tangan']",positif,8
169,202,2023,Keren bang dance nya...,keren bang dance nya,"['keren', 'bang', 'dance', 'nya']",netral,0
170,203,2023,For me kak please iPhonenya mau bngt tpi gk pernah dpt2 jg ğ??­,for me kak please iphonenya banget dpt wajah menang keras,"['for', 'me', 'kak', 'please', 'iphonenya', 'banget', 'dpt', 'wajah', 'menang', 'keras']",negatif,-4
171,204,2023,wkwkwkw.gini yaak seru.gantianğ???,wkwkwkwbegini ya serugantian wajah gembira urai air mata,"['wkwkwkwbegini', 'ya', 'serugantian', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
172,205,2023,  duet coba bang ikram,duet coba bang ikram,"['duet', 'coba', 'bang', 'ikram']",negatif,-1
173,206,2023,Saya perna lihat mereka buat video di jakarta Barat di gremvil di Alfamart,lihat video jakarta barat gremvil alfamart,"['lihat', 'video', 'jakarta', 'barat', 'gremvil', 'alfamart']",positif,3
174,207,2023,Bang willieğ??®ğ??®ğ??ğ??,bang willie wajah dengan mulut buka wajah dengan mulut buka tepuk tangan tepuk tangan,"['bang', 'willie', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka', 'tepuk', 'tangan', 'tepuk', 'tangan']",netral,0
175,209,2023,Bang   cool bnget sihh... Expresinya â¤ï¸,bang cool banget sih expresinya hati merah,"['bang', 'cool', 'banget', 'sih', 'expresinya', 'hati', 'merah']",positif,3
176,210,2023,BG Noel ğ?? cool ğ??,bang noel tepuk tangan cool wajah senyum lebar mata hati,"['bang', 'noel', 'tepuk', 'tangan', 'cool', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,2
177,211,2023,  Damn....I hate to have to say this but this is true. My wife is the most faithful lady....her phone has been 10years old but currently I am unabel to grab her a new one...due to lack of "rizki" if you know. Any chance You cN help me "dance her a new android" for her work needs.... Will be so happily appreciated,damn i hate have sayang this but this is true my wife is the most faithful lady her phone has been years old but currently i unabel grab her a new one due lack of rizki if you know any chance you cn help me dance her a new android for her work needs wil be sok happily appreciated,"['damn', 'i', 'hate', 'have', 'sayang', 'this', 'but', 'this', 'is', 'true', 'my', 'wife', 'is', 'the', 'most', 'faithful', 'lady', 'her', 'phone', 'has', 'been', 'years', 'old', 'but', 'currently', 'i', 'unabel', 'grab', 'her', 'a', 'new', 'one', 'due', 'lack', 'of', 'rizki', 'if', 'you', 'know', 'any', 'chance', 'you', 'cn', 'help', 'me', 'dance', 'her', 'a', 'new', 'android', 'for', 'her', 'work', 'needs', 'wil', 'be', 'sok', 'happily', 'appreciated']",positif,1
178,212,2023,"Ricci , noel , and willie ğ???ğ??",ricci noel and willie wajah kacamata hitam jempol ke atas,"['ricci', 'noel', 'and', 'willie', 'wajah', 'kacamata', 'hitam', 'jempol', 'ke', 'atas']",negatif,-4
179,216,2023,gua liat lu di take me out indonesia bro wkwkwkğ???,gua lihat lu take me out indonesia bro wkwkwk wajah gembira urai air mata,"['gua', 'lihat', 'lu', 'take', 'me', 'out', 'indonesia', 'bro', 'wkwkwk', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,5
180,217,2023,nah bang wily nih aku ngitutin terus semua  kontene wily hmm,bang wily nih ngitutin kontene wily hm,"['bang', 'wily', 'nih', 'ngitutin', 'kontene', 'wily', 'hm']",netral,0
181,219,2023,Mau minta duit dong ka 5jt ajah ka,duit kak jt kak,"['duit', 'kak', 'jt', 'kak']",netral,0
182,220,2023,  ğ???ğ???ğ???ğ??ğ??ğ??ğ???,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah gembira urai air mata,"['wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-7
183,221,2023,Terima kasih orang baik,terima kasih orang,"['terima', 'kasih', 'orang']",positif,3
184,222,2023,Hallo koko,halo koko,"['halo', 'koko']",positif,1
185,223,2023,This is ridiculous,this is ridiculous,"['this', 'is', 'ridiculous']",netral,0
186,224,2023,Pertama kali liat bule pake batikğ??,kali lihat bule pakai batik tepuk tangan,"['kali', 'lihat', 'bule', 'pakai', 'batik', 'tepuk', 'tangan']",positif,4
187,225,2023,ğ???ğ???ğ???ğ??ğ?? berani balas dendam,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata tepuk tangan tepuk tangan berani balas dendam,"['wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'tepuk', 'tangan', 'tepuk', 'tangan', 'berani', 'balas', 'dendam']",negatif,-8
188,227,2023,Seandainya saya dapat iphone Alhamdulillah,anda iphone alhamdulillah,"['anda', 'iphone', 'alhamdulillah']",positif,4
189,228,2023,iPhone ipone ipone semoga bang Willy nurutin kata2 aqu ... ipone ipone ipone,iphone ipone ipone moga bang willy nurutin katakata ipone ipone ipone,"['iphone', 'ipone', 'ipone', 'moga', 'bang', 'willy', 'nurutin', 'katakata', 'ipone', 'ipone', 'ipone']",positif,1
190,229,2023,  real dance,real dance,"['real', 'dance']",positif,2
191,232,2023,Saya mau hadiahnya,hadiah,['hadiah'],positif,1
192,234,2023,Like shiieeeeet,like shiieet,"['like', 'shiieet']",netral,0
193,235,2023,Youtuber no 1 aku dong kirimin iphon,youtuber no kirim iphon,"['youtuber', 'no', 'kirim', 'iphon']",positif,2
194,236,2023,  lah padahal dia udah terkenal,kenal,['kenal'],positif,1
195,237,2023,"Semoga Allah selalu membuka pintu-pintu langit-Nya dengan menebarkan rahmat yang tak pernah terputus, menghilangkan segala angkara murka didunia, mengalirkan rezeki dengan deras tanpa terputus dengan keberkahan yang menyertai didalamnya, mengampuni segala khilaf dan dosa, melapangkan selalu hati dengan keikhlasan yang sempurna. Aamiin",moga allah buka pintupintu langit tebar rahmat putus hilang angkara murka dunia alir rezeki deras putus berkah serta dalam ampun khilaf dosa lapang hati ikhlas sempurna amin,"['moga', 'allah', 'buka', 'pintupintu', 'langit', 'tebar', 'rahmat', 'putus', 'hilang', 'angkara', 'murka', 'dunia', 'alir', 'rezeki', 'deras', 'putus', 'berkah', 'serta', 'dalam', 'ampun', 'khilaf', 'dosa', 'lapang', 'hati', 'ikhlas', 'sempurna', 'amin']",positif,1
196,238,2023, .erpan1140 kirain lu bang,erpan lu bang,"['erpan', 'lu', 'bang']",netral,0
197,239,2023,Wahhh jiplak punyaknya   ğ???ğ???ğ???,jiplak punyaknya wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['jiplak', 'punyaknya', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
198,242,2023,Bang lu lg ngonten sama fourtwenty yağ???,bang lu ngonten fourtwenty ya wajah gembira urai air mata,"['bang', 'lu', 'ngonten', 'fourtwenty', 'ya', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
199,243,2023,Perkumpulan orang kaya,kumpul orang kayak,"['kumpul', 'orang', 'kayak']",negatif,-3
200,244,2023,Jir pake batik,jir pakai batik,"['jir', 'pakai', 'batik']",negatif,-3
201,245,2023,  thank you udah pake batik bro...,thank you pakai batik bro,"['thank', 'you', 'pakai', 'batik', 'bro']",positif,4
202,246,2023,Bang mau dong iphone nya buat sklh,bang iphone nya sekolah,"['bang', 'iphone', 'nya', 'sekolah']",positif,3
203,247,2023,Oh gini trik nyari followers dgn modal 100rb ?,oh trik cari followers modal rb,"['oh', 'trik', 'cari', 'followers', 'modal', 'rb']",negatif,-4
204,248,2023,"Gak percayaaa, kalo asli kirim ke saya",percaya kalo asli kirim,"['percaya', 'kalo', 'asli', 'kirim']",positif,6
205,249,2023,Mau iphon bg,iphon bang,"['iphon', 'bang']",netral,0
206,251,2023,Aku mau iPhone KK boleh GK kk,iphone,['iphone'],netral,0
207,252,2023,KK aku udh follow KK ğ??,follow wajah senyum lebar mata hati,"['follow', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-1
208,253,2023,Klo aq udah ku bawa pulang lgsung ..orang udh di suruh,kalo ku bawa pulang langsung orang suruh,"['kalo', 'ku', 'bawa', 'pulang', 'langsung', 'orang', 'suruh']",negatif,-1
209,254,2023,Gw yg ga pernah dapat dari orang orang yg gw follow yg terkenal tapi gak pernah dapat ğ??¢,gue orang orang gue follow kenal wajah menang,"['gue', 'orang', 'orang', 'gue', 'follow', 'kenal', 'wajah', 'menang']",netral,0
210,255,2023,"Lu gamau rugi anying, kmrn ada yg udh flow ig,tt dn lu blg ""wah kamu blm flow yt aku gdpet deh"" ğ??­ğ??­ğ??­",lu rugi anying kemarin flow ig t lu bilang flow yt gdpet deh wajah menang keras wajah menang keras wajah menang keras,"['lu', 'rugi', 'anying', 'kemarin', 'flow', 'ig', 't', 'lu', 'bilang', 'flow', 'yt', 'gdpet', 'deh', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-8
211,256,2023,Udah follow instagram kakak,follow instagram kakak,"['follow', 'instagram', 'kakak']",netral,0
212,257,2023,Kak mauuuuuuuuu,kak,['kak'],netral,0
213,258,2023,Lang ambil apa susanya,lang ambil susanya,"['lang', 'ambil', 'susanya']",negatif,-5
214,259,2023,   bang isi dana gw boleh ga bangğ??­ lagi butuh bang mau jajanğ??¢,bang isi dana gue bang wajah menang keras butuh bang jajan wajah menang,"['bang', 'isi', 'dana', 'gue', 'bang', 'wajah', 'menang', 'keras', 'butuh', 'bang', 'jajan', 'wajah', 'menang']",negatif,-6
215,261,2023,"Tinggal bilang makasih koh , terus pergi Napa ğ??¢",tinggal bilang terima kasih koh pergi wajah menang,"['tinggal', 'bilang', 'terima', 'kasih', 'koh', 'pergi', 'wajah', 'menang']",negatif,-2
216,262,2023,"Gila udh dipegang ga dikasih ,nora lu",gila pegang kasih nora lu,"['gila', 'pegang', 'kasih', 'nora', 'lu']",negatif,-2
217,263,2023,"Orang kaya mah megang IP udah biasa anjoy,kalo gw yang pegang udah jingkrakÂ²an",orang kayak mah pegang ip anjoy kalo gue pegang jingkrak an,"['orang', 'kayak', 'mah', 'pegang', 'ip', 'anjoy', 'kalo', 'gue', 'pegang', 'jingkrak', 'an']",negatif,-7
218,264,2023,Aku koo  pingin dari dulu .. hp ku jadul terus,pengin hp ku jadul,"['pengin', 'hp', 'ku', 'jadul']",negatif,-3
219,266,2023,Mau dong hp nya buat sekolah anak.,hp nya sekolah anak,"['hp', 'nya', 'sekolah', 'anak']",positif,3
220,268,2023,"Biasanya kalo ada yang blum follow,pasti bilang mau jadi pacar aku ngk.kenapa ada tantenya ya",kalo follow bilang pacar enggakkenapa tante ya,"['kalo', 'follow', 'bilang', 'pacar', 'enggakkenapa', 'tante', 'ya']",negatif,-1
221,269,2023,goblok orang udah ngarep juga depan emaknya lagi ujung ujungnya cuma di kasih cepe blok,goblok orang harap emaknya ujung ujung kasih cepe blok,"['goblok', 'orang', 'harap', 'emaknya', 'ujung', 'ujung', 'kasih', 'cepe', 'blok']",negatif,-10
222,270,2023,Lha gw udh follow,gue follow,"['gue', 'follow']",netral,0
223,271,2023,apansi banggg ngeselin bangett caranyaaaa,apansi bang kesal banget,"['apansi', 'bang', 'kesal', 'banget']",negatif,-1
224,272,2023,Boleh koh...hpnya..15pro...,koh hpnya pro,"['koh', 'hpnya', 'pro']",netral,0
225,273,2023,Gasss poolls,gas poolls,"['gas', 'poolls']",negatif,-4
226,274,2023,Setingan anjritğ?¤£ğ?¤£,ting anjrit tertawa terbahakbahak tertawa terbahakbahak,"['ting', 'anjrit', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
